"SITECODE","ORG_NAME","ORG_EMAIL","MANAG_CONSERV_MEASURES","MANAG_PLAN","MANAG_PLAN_URL","MANAG_STATUS","ORG_LOCATORNAME","ORG_DESIGNATOR","ORG_ADMINUNIT","ORG_POSTCODE","ORG_POSTNAME","ORG_ADRESS","ORG_ADDRESS_UNSTRUCTURED"
"IT3120101","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120105","Assessore all'Ambiente e Mobilità del Comune di Trento","assessore_ambiente@comune.trento.it","","","","N","","","","","","","Via Belenzani, 19 - 38122 Trento"
"IT3120113","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120114","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","in preparazione","","P","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120117","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","in preparazione","","P","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120125","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120126","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120132","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120137","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120138","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120143","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120144","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120146","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120149","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120152","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","","","N","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120157","Consorzio Parco Nazionale dello Stelvio - Settore Trentino","Dirigente.tn@stelviopark.it","","in preparazione","","P","","","","","","","Loc. Cogolo - 38020 Pejo (TN)"
"IT3120158","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","in preparazione","","P","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3220007","","","","","","N","","","","","","",""
"IT3120170","PAT - Ufficio Biotopi e Rete Natura2000","uff.biotopi@provincia.tn.it","","in preparazione","","P","","","","","","","via Guardini, 75 - 38121 Trento"
"IT3120175","Parco Naturale Adamello-Brenta","info@parcoadamellobrenta.tn.it","","in preparazione","","P","","","","","","","via Ponte Vittoria, 4 - 82180 Strembo (TN)"
"IT3210003","","","","","","N","","","","","","",""
"IT3210013","","","","","","N","","","","","","",""
"IT3210018","","","","","","N","","","","","","",""
"IT3230047","","","","","","N","","","","","","",""
"IT3230063","","","","","","N","","","","","","",""
"IT3230068","","","","","","N","","","","","","",""
"IT3230084","Comunità Montana Cadore, Longaronese, Zoldo","","","","","P","","","","","","",""
"IT3230088","","","","","","N","","","","","","",""
"IT3230089","Comunità Montana Comelico e Sappada","","","","","P","","","","","","",""
"IT3240004","","","","","","N","","","","","","",""
"IT3240006","Azienda Regionale Veneto Agricoltura","","","","","P","","","","","","",""
"IT3240008","Azienda Regionale Veneto Agricoltura","","","","","P","","","","","","",""
"IT3240030","","","","","","N","","","","","","",""
"IT3240031","Ente Parco Naturale Regionale del Fiume Sile","","","","","N","","","","","","",""
"IT3250023","","","","","","N","","","","","","",""
"IT3250041","Azienda Regionale Veneto Agricoltura","","","","","P","","","","","","",""
"IT3250045","","","","","","N","","","","","","",""
"IT3260020","","","","","","N","","","","","","",""
"IT3270024","","","","","","N","","","","","","",""
"IT3310001","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3310003","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3310009","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 546 del 28.03.2013 “Misure di conservazione di 28 SIC della regione biogeografica continentale del Friuli Venezia Giulia” pubblicata sul I SUPPLEMENTO ORDINARIO N. 15 DEL 10 APRILE 2013 AL BUR N. 15 DEL 10 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/10/15_1","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3320004","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3320006","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","N","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3320010","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3320011","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3320017","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT3320019","Regione Autonoma Friuli Venezia Giulia – Direzione Centrale risorse rurali, agroalimentari e forestali – Servizio caccia, risorse ittiche e biodiversità","s.caccia.pesca.amb.naturali@regione.fvg.it","DGR 726 dell’11.04.2013 “Misure di conservazione dei 24 SIC della regione biogeografica alpina del Friuli Venezia Giulia”  pubblicata sul III SUPPLEMENTO ORDINARIO N. 19 DEL 24 APRILE 2013 AL BUR N. 17 DEL 24 APRILE 2013 http://bur.regione.fvg.it/newbur/visionaBUR?bnum=2013/04/24/19","","","P","","","","","","","Via Sabbadini, 31 – 33100 Udine"
"IT6030022","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030036","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Regolamento di Gestione SIC IT6030036  ""Grotta dell'Arco - Bellegra""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030047","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030052","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6030085","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","N","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040016","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040018","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","","","P","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT6040043","Regione Lazio - Direzione Infrastrutture, Ambiente e Politiche abitative","","","Piano di Gestione ZPS IT6040043 ""Parco Naturale Monti Aurunci"", SIC IT6040026 ""Monte Petrella (area sommitale)"", SIC IT6040027 ""Monte Redentore (versante sud), SIC IT6040028 ""Forcelle di Campello e Fraile"", SIC IT6050026 ""Parete del Monte Fammera""","http://","Y","","","","","","","Viale del Tintoretto, 432 - 00142 Roma"
"IT7110099","Comune di Anversa degli Abruzzi","","","","","P","","","","","","",""
"IT7110128","Ente Parco nazionale Gran Sasso e Monti della Laga","","","","","P","","","","","","",""
"IT7120082","Comune di Montorio al Vomano","","","","","P","","","","","","",""
"IT7140108","Comune di Vasto","","","","","P","","","","","","",""
"IT7212124","Regione Molise","","","","","P","","","","","","",""
"IT7221131","Regione Molise","","","","","P","","","","","","",""
"IT7222125","Regione Molise","","","","","P","","","","","","",""
"IT7222214","Regione Molise","","","","","P","","","","","","",""
"IT7222258","Regione Molise","","","","","P","","","","","","",""
"IT7222264","Regione Molise","","","","","P","","","","","","",""
"IT8030003","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030007","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030011","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030013","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030021","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030023","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8030037","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8040017","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT8050002","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050040","Regione Campania","","D.G.R. n. 2295/2007","Piano di Gestione","","Y","","","","","","",""
"IT8050051","Regione Campania","","D.G.R. n. 2295/2007","","","N","","","","","","",""
"IT9110008","Regione Puglia","","DGR n. 346 del 10/2/2010 ","Piano di gestione del SIC/ZPS Valloni e steppe pedegarganiche","www.regione.puglia.it","Y","","","","","","",""
"IT9110014","Regione Puglia","","","","","N","","","","","","",""
"IT9130001","Regione Puglia","","","","","N","","","","","","",""
"IT9140001","Regione Puglia","","","","","N","","","","","","",""
"IT9140005","Ente Parco","","","Piano di gestione approvato con DGR n. 1097/2010","","Y","","","","","","",""
"IT9150021","Regione Puglia","","","","","N","","","","","","",""
"IT9210075","ENTE PARCO NAZIONALE DEL POLLINO","","","","","P","","","","","","",""
"IT9210266","","","","","","N","","","","","","",""
"IT9310005","Ente Parco Nazionale del Pollino","ente@parcopollino.it","in preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310012","Ente Parco Nazionale Pollino. ","ente@parcopollino.it","In preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310013","Ente Parco Nazionale Pollino. ","ente@parcopollino.it","In preparazione","","","N","","","","","","","Complesso monumentale Santa Maria della Consolazione. 85048 Rotonda (PZ).Tel.0973/669311"
"IT9310064","Provincia di Cosenza","info@provincia.cs.it","La Comunità Montana Unione delle Valli ha proposto la costituzione di un Parco Naturale.","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Cosenza – Relazioni e allegati cartografici. Provincia di Cosenza.  ","www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=191&Itemid=79","Y","","","","","","","Piazza XV Marzo n. 5  87100 CosenzaTel: +39098426800"
"IT9320101","Provincia di Crotone","protocollogenerale@pec.provincia.crotone.it","nessuno","Piano di Gestione dei Siti Natura 2000, nella Provincia di Crotone, di cui al D.M. 03.04.2000, individuati ai sensi delle Direttive 92/43/CEE e 79/409/CEE. Provincia di Crotone (2009).","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=195&Itemid=81","Y","","","","","","","Via M. Nicoletta, 28 88900 CrotoneTel. +39 0962952111"
"IT9330108","Provincia di Catanzaro","","da proporre","Piano di Gestione dei Siti di Importanza Comunitaria (SIC), Nazionale (SIN) e Regionale (SIR) della Rete “Natura 2000” nella Provincia di Catanzaro. Provincia di Catanzaro.","http://www.regione.calabria.it/ambiente/index.php?option=com_content&task=view&id=194&Itemid=80","Y","","","","","","","Via G. Raffaelli  88100 Catanzaro 0961 709393"
